name,phone_number,address,url
Express Nail Spa,905-642-5128,"6102 Main St, Stouffville, ON, L4A 1B5",https://yellowpages.ca/bus/Ontario/Stouffville/Express-Nail-Spa/6950338.html
ATS Custom Manufacturing,905-532-0079,"8201 Keele St, Concord, ON, L4K 1Z4",https://yellowpages.ca/bus/Ontario/Concord/ATS-Custom-Manufacturing/6930424.html
Pink Nails And Spa,647-426-7465,"3770 Lawrence Ave E, Scarborough, ON, M1G 1P9",https://yellowpages.ca/bus/Ontario/Scarborough/Pink-Nails-And-Spa/7172087.html
Head 2 Toe,905-303-9950,"10200 Keele, Vaughan, ON, L6A 1R2",https://yellowpages.ca/bus/Ontario/Vaughan/Head-2-Toe/4247292.html
Advance Medical Aesthetics,905-553-0910,"3-10200 Keele St, Maple, ON, L6A 1R2",https://yellowpages.ca/bus/Ontario/Maple/Advance-Medical-Aesthetics/101974759.html
My Right Fit/ It Works,416-277-4162,"44 Willsteven Dr, Scarborough, ON, M1G 1C4",https://yellowpages.ca/bus/Ontario/Scarborough/My-Right-Fit-It-Works/102115649.html
Alfa Wellness Corporation,905-832-0999,"D 12-1490 Major MacKenzie Dr W, Maple, ON, L6A 4H6",https://yellowpages.ca/bus/Ontario/Maple/Alfa-Wellness-Corporation/100437074.html
The jungle spa,647-787-6645,"Maple, ON",https://yellowpages.ca/bus/Ontario/Maple/The-jungle-spa/104157366.html
Wright Spa Mobile Beauty Services,416-859-4526,"93 Ascolda Blvd, Toronto, ON, M1J 2N9",https://yellowpages.ca/bus/Ontario/Toronto/Wright-Spa-Mobile-Beauty-Services/7310417.html
Ocean Motion Wellness & Spa,905-553-0888,"11-2354 Major Mackenzie Dr, Maple, ON, L6A 1W2",https://yellowpages.ca/bus/Ontario/Maple/Ocean-Motion-Wellness-Spa/102276553.html
Dufferin Spa,416-621-2932,"1003 Finch Ave W, North York, ON, M3J 2C7",https://yellowpages.ca/bus/Ontario/North-York/Dufferin-Spa/7140564.html
Flirt Gentlemen's Spa,416-665-4079,"1003 Finch Ave W, North York, ON, M3J 2C7",https://yellowpages.ca/bus/Ontario/North-York/Flirt-Gentlemen-s-Spa/8094390.html
Dhaya Integrative Health,905-201-2211,"Whitevale, ON",https://yellowpages.ca/bus/Ontario/Whitevale/Dhaya-Integrative-Health/104298595.html
LS Medical Esthetics Spa Inc,647-340-8022,"765 Sheppard Ave W, North York, ON, M3H 2S9",https://yellowpages.ca/bus/Ontario/North-York/LS-Medical-Esthetics-Spa-Inc/4297666.html
Opulence Spa,905-591-2348,"6284 Main St, Stouffville, ON, L4A 1G7",https://yellowpages.ca/bus/Ontario/Stouffville/Opulence-Spa/100907467.html
Rapunzel,416-913-0649,"3523 Ellesmere Rd, Scarborough, ON, M1C 1H5",https://yellowpages.ca/bus/Ontario/Scarborough/Rapunzel/100416995.html
Escape Reality Day Spa,905-244-1560,"22 Yonge Blvd, Toronto, ON, M5M 3G5",https://yellowpages.ca/bus/Ontario/Toronto/Escape-Reality-Day-Spa/101984540.html
Skin EQ,647-718-5729,"58 Braeside Rd, North York, ON, M4N 1X7",https://yellowpages.ca/bus/Ontario/North-York/Skin-EQ/102777354.html
Natures Gifts And Organic Spa,905-591-1115,"Grnd, 6312 Main St, Stouffville, ON, L4A 1G8",https://yellowpages.ca/bus/Ontario/Stouffville/Natures-Gifts-And-Organic-Spa/102225205.html
Headlines Salon & Spa,905-642-6884,"6328 Main St, Stouffville, ON, L4A 1G9",https://yellowpages.ca/bus/Ontario/Stouffville/Headlines-Salon-Spa/6673147.html
Terriann Hearts Beauty,647-738-1819,"Mobile, Toronto, ON, M3M 1K2",https://yellowpages.ca/bus/Ontario/Toronto/Terriann-Hearts-Beauty/101923570.html
Trinity Wellness,416-924-2466,"3434 Yonge St, Toronto, ON, M4N 2M9",https://yellowpages.ca/bus/Ontario/Toronto/Trinity-Wellness/100412119.html
Sea Lavender Wellness Center,647-430-2459,"2373A Eglinton Ave E, Kennedy, Scarborough, ON, M1K 2M5",https://yellowpages.ca/bus/Ontario/Scarborough/Sea-Lavender-Wellness-Center/102108045.html
Forget Me Not,416-266-3251,"2466 Eglinton Ave E, Scarborough, ON, M1K 5J8",https://yellowpages.ca/bus/Ontario/Scarborough/Forget-Me-Not/5222147.html
Brows by Yaz,647-740-9299,"Toronto, ON, M1J 1J4",https://yellowpages.ca/bus/Ontario/Toronto/Brows-by-Yaz/101654207.html
Xcelite Glo Aesthetics Inc.,647-456-6537,"79 Windrush Trail, Scarborough, ON, M1C 3Z9",https://yellowpages.ca/bus/Ontario/Scarborough/Xcelite-Glo-Aesthetics-Inc/104259028.html
Milla Medical Spa,416-825-6046,"104-2425 Eglinton Ave E, Toronto, ON, M1K 5G8",https://yellowpages.ca/bus/Ontario/Toronto/Milla-Medical-Spa/101696852.html
Magdalena's Aesthetics And Spa,416-286-4772,"4-3600 Ellesmere Rd, Scarborough, ON, M1C 4Y8",https://yellowpages.ca/bus/Ontario/Scarborough/Magdalena-s-Aesthetics-And-Spa/100846469.html
Sd Yoga,416-838-4505,"18-2777 Steeles Ave W, North York, ON, M3J 3K5",https://yellowpages.ca/bus/Ontario/North-York/Sd-Yoga/102181492.html
Trinity Dempster-Riverdale Shiatsu,1-866-342-2328,"16 Bimbrok Rd, Scarborough, ON, M1K 4T7",https://yellowpages.ca/bus/Ontario/Scarborough/Trinity-Dempster-Riverdale-Shiatsu/102092147.html
Liz Nails,905-761-7501,"116-1520 Steeles Ave W, Concord, ON, L4K 3B9",https://yellowpages.ca/bus/Ontario/Concord/Liz-Nails/6921238.html
RS AUTO SPA Ceramic Coating & Paint Correction,647-980-3953,"11B-1100 Finch Ave W, Toronto, ON, M3J 2E2",https://yellowpages.ca/bus/Ontario/Toronto/RS-AUTO-SPA-Ceramic-Coating-Paint-Correction/100813201.html
Touche Magique,647-896-2584,"3890 Bathurst St, Toronto, ON, M3H 3N5",https://yellowpages.ca/bus/Ontario/Toronto/Touche-Magique/101918513.html
Wellness Furniture Canada,1-888-506-7978,"1500 Lodestar Rd, Toronto, ON, M3J 3C1",https://yellowpages.ca/bus/Ontario/Toronto/Wellness-Furniture-Canada/101922521.html
"Pure Med Spa, Yonge & Lawrence",1-888-764-9266,"3324 Yonge St, Toronto, ON, M4N 2M4",https://yellowpages.ca/bus/Ontario/Toronto/Pure-Med-Spa-Yonge-Lawrence/102544511.html
Sthetix,647-554-0171,"2655 Eglinton Ave E, Scarborough, ON, M1K 2S2",https://yellowpages.ca/bus/Ontario/Scarborough/Sthetix/101374489.html
Cheerywe Health Spa,416-757-0158,"1 Eglinton Sq, Scarborough, ON, M1L 2K1",https://yellowpages.ca/bus/Ontario/Scarborough/Cheerywe-Health-Spa/101319953.html
Scarborough Spa,416-264-7666,"2693 Eglinton Ave E, Scarborough, ON, M1K 2S2",https://yellowpages.ca/bus/Ontario/Scarborough/Scarborough-Spa/7143503.html
Nails on Bathurst,416-916-1880,"3887 Bathurst St, North York, ON, M3H 5V1",https://yellowpages.ca/bus/Ontario/North-York/Nails-on-Bathurst/7142578.html
Hair By Delaynie,587-578-3445,"3302 Yonge St, Toronto, ON, M4N 2L6",https://yellowpages.ca/bus/Ontario/Toronto/Hair-By-Delaynie/102408823.html
Alkaline Today Canada,416-997-7248,"84 Falmouth Ave, Scarborough, ON, M1K 4M8",https://yellowpages.ca/bus/Ontario/Scarborough/Alkaline-Today-Canada/102109945.html
Pure Bliss Spa,416-483-8388,"3270 Yonge St, Toronto, ON, M4N 2L6",https://yellowpages.ca/bus/Ontario/Toronto/Pure-Bliss-Spa/7136491.html
Apollocorp Health & Beauty Care,416-758-3700,"1 Apollo Pl, North York, ON, M3J 0H2",https://yellowpages.ca/bus/Ontario/North-York/Apollocorp-Health-Beauty-Care/102184326.html
Ortensia Nail Salon And Spa,416-630-3838,"3864 Bathurst St, North York, ON, M3H 3N3",https://yellowpages.ca/bus/Ontario/North-York/Ortensia-Nail-Salon-And-Spa/5889906.html
Pure Bliss Spa,416-485-3336,"3232 Yonge St, Toronto, ON, M4N 2L4",https://yellowpages.ca/bus/Ontario/Toronto/Pure-Bliss-Spa/7599155.html
Irina's Beauty Spa,416-505-7634,"69 Laurier Ave, Richmond Hill, ON, L4E 4P5",https://yellowpages.ca/bus/Ontario/Richmond-Hill/Irina-s-Beauty-Spa/102540683.html
Himalayan Esthetics Medi Spa,905-553-8001,"10-20 Cranston Park Ave, Maple, ON, L6A 2W2",https://yellowpages.ca/bus/Ontario/Maple/Himalayan-Esthetics-Medi-Spa/101818075.html
Sunflower Spa & Salon,416-633-0111,"906 Sheppard Ave W, North York, ON, M3H 2T5",https://yellowpages.ca/bus/Ontario/North-York/Sunflower-Spa-Salon/2561061.html
Cloud 9 Day Spa,647-617-7999,"Vaughan, ON",https://yellowpages.ca/bus/Ontario/Vaughan/Cloud-9-Day-Spa/104304156.html
Nirvana Spa,647-347-6628,"4528 Kingston Rd, Scarborough, ON, M1E 2N8",https://yellowpages.ca/bus/Ontario/Scarborough/Nirvana-Spa/8091829.html
Hot Tubs Ontario,416-665-1326,"4496 Chesswood Dr, Toronto, ON, M3J 2B9",https://yellowpages.ca/bus/Ontario/Toronto/Hot-Tubs-Ontario/101229322.html
Int'l Pool & Spa,416-665-6400,"4496 Chesswood Dr, North York, ON, M3J 2B9",https://yellowpages.ca/bus/Ontario/North-York/Int-l-Pool-Spa/100757868.html
Desiree Spa & Salon,647-710-3074,"4551 Kingston Rd, Toronto, ON, M1E 2P1",https://yellowpages.ca/bus/Ontario/Toronto/Desiree-Spa-Salon/102112046.html
Clear Computer Solutions,416-287-8228,"4352 Kingston Rd, Scarborough, ON, M1E 2M8",https://yellowpages.ca/bus/Ontario/Scarborough/Clear-Computer-Solutions/102108871.html
Estée Lauder,416-736-9455,"550 Petrolia Rd, North York, ON, M3J 2W3",https://yellowpages.ca/bus/Ontario/North-York/Estee-Lauder/101288895.html
Sheyla Nail and Spa,905-879-5477,"11399 Keele St, Maple, ON, L6A 4E1",https://yellowpages.ca/bus/Ontario/Maple/Sheyla-Nail-and-Spa/7430265.html
Beauty Avenue Spa & Academy,905-922-4599,"202-4599 Kingston Rd, Scarborough, ON, M1E 2P3",https://yellowpages.ca/bus/Ontario/Scarborough/Beauty-Avenue-Spa-Academy/102807526.html
My Inner Ella,647-202-1008,"103 West Lodge Ave, Toronto, ON, M6K 2T7",https://yellowpages.ca/bus/Ontario/Toronto/My-Inner-Ella/102530203.html
Caring Sisters Beauty Spa,647-352-4650,"4352 Kingston Rd, Scarborough, ON, M1E 2M8",https://yellowpages.ca/bus/Ontario/Scarborough/Caring-Sisters-Beauty-Spa/7978034.html
Caring Sisters Beauty Spa,416-901-6678,"6-4352 Kingston Rd, Scarborough, ON, M1E 2M8",https://yellowpages.ca/bus/Ontario/Scarborough/Caring-Sisters-Beauty-Spa/101592780.html
Hair Wave Salon & Spa Inc,416-287-3720,"Offic, 59 Dalmatian Cres, Scarborough, ON, M1C 4W5",https://yellowpages.ca/bus/Ontario/Scarborough/Hair-Wave-Salon-Spa-Inc/2306167.html
Nails By Asha,416-269-0939,"225 Markham Rd, Scarborough, ON, M1J 3C6",https://yellowpages.ca/bus/Ontario/Scarborough/Nails-By-Asha/102109244.html
Luxxe White Burlington,289-828-6058,"3768 Bathurst St, North York, ON, M3H 3M7",https://yellowpages.ca/bus/Ontario/North-York/Luxxe-White-Burlington/102179370.html
La Frontrow Mahal,647-709-0248,"311-3768 Bathurst St, North York, ON, M3H 3M7",https://yellowpages.ca/bus/Ontario/North-York/La-Frontrow-Mahal/102188663.html
Frontrow International Canada,437-984-6566,"Bathurst St, North York, ON, M3H 3M7",https://yellowpages.ca/bus/Ontario/North-York/Frontrow-International-Canada/102185585.html
Frontrow Canada Luxxe Products By Ally Agoncillo,647-949-0989,"311-3768 Bathurst St, North York, ON, M3H 3M7",https://yellowpages.ca/bus/Ontario/North-York/Frontrow-Canada-Luxxe-Products-By-Ally-Agoncillo/102406252.html
Coconut,647-648-1583,"5-4630 Kingston Rd, Scarborough, ON, M1E 4Z4",https://yellowpages.ca/bus/Ontario/Scarborough/Coconut/104268677.html
Glow With Aliza,416-553-1021,"320 McCowan Rd, Scarborough, ON, M1J 3N2",https://yellowpages.ca/bus/Ontario/Scarborough/Glow-With-Aliza/104439251.html
Santizo Health Care Solutions,416-226-1100,"1030 Sheppard Ave W, North York, ON, M3H 6C1",https://yellowpages.ca/bus/Ontario/North-York/Santizo-Health-Care-Solutions/101138145.html
Royal Aloha Beauty Spa,647-529-8499,"6-4630 Kingston Rd, Toronto, ON, M1E 4Z4",https://yellowpages.ca/bus/Ontario/Toronto/Royal-Aloha-Beauty-Spa/100920592.html
Hair Salon Massage Spa,647-345-5508,"290 Wilson Ave, North York, ON, M3H 1S8",https://yellowpages.ca/bus/Ontario/North-York/Hair-Salon-Massage-Spa/101193944.html
Hand And Stone,647-350-6608,"1808 Avenue Rd, North York, ON, M5M 3Z1",https://yellowpages.ca/bus/Ontario/North-York/Hand-And-Stone/100757660.html
Galina Professional Esthetics,416-856-4532,"18-2777 Steeles Ave W, North York, ON, M3J 3K5",https://yellowpages.ca/bus/Ontario/North-York/Galina-Professional-Esthetics/101923761.html
Vitality Works Medical Spa,647-936-5655,"3080 Yonge Street, Toronto, ON, M4N 3N1",https://yellowpages.ca/bus/Ontario/Toronto/Vitality-Works-Medical-Spa/101238069.html
Aviva Cosmetic and Laser Clinic,416-787-6333,"1802 Avenue Road, Toronto, ON, M5M 3Z1",https://yellowpages.ca/bus/Ontario/Toronto/Aviva-Cosmetic-and-Laser-Clinic/100217905.html
Lash and Glam Bar,647-573-9927,"140 Adanac Dr, Scarborough, ON, M1M 2E8",https://yellowpages.ca/bus/Ontario/Scarborough/Lash-and-Glam-Bar/101772675.html
Lashmee Lash Extensions,647-534-6961,"1965 Altona Rd, Pickering, ON, L1V 1M8",https://yellowpages.ca/bus/Ontario/Pickering/Lashmee-Lash-Extensions/101824060.html
Hudson Pemf Therapy,647-287-4940,"8 Lawrence Cres, Toronto, ON, M4N 1N1",https://yellowpages.ca/bus/Ontario/Toronto/Hudson-Pemf-Therapy/102405711.html
Nn Elegant Nails & Spa Inc,416-856-2683,"5-4205 Keele St, North York, ON, M3J 3T8",https://yellowpages.ca/bus/Ontario/North-York/Nn-Elegant-Nails-Spa-Inc/102625173.html
Akanails & Spa,647-352-5788,"106-1 de Boers Dr, North York, ON, M3J 0G6",https://yellowpages.ca/bus/Ontario/North-York/Akanails-Spa/101094358.html
VitalityMD Medical Spa Toronto,416-792-1100,"1769 Avenue Road, Toronto, ON, M5M 3Y8",https://yellowpages.ca/bus/Ontario/Toronto/VitalityMD-Medical-Spa-Toronto/104589237.html
Movement Chiropractic & Rehab,905-303-6555,"105-3865 Major Mackenzie Dr W, Maple, ON, L6A 1S1",https://yellowpages.ca/bus/Ontario/Maple/Movement-Chiropractic-Rehab/101365962.html
Pro Evolution Wellness Inc,905-303-0337,"116-3905 Major Mackenzie Dr W, Maple, ON, L6A 1S1",https://yellowpages.ca/bus/Ontario/Maple/Pro-Evolution-Wellness-Inc/102286900.html
Bilancia Spa,416-488-2222,"1986 Ave, North York, ON, M5M 4A4",https://yellowpages.ca/bus/Ontario/North-York/Bilancia-Spa/104343927.html
Sugarific Body Scrubs,416-894-8979,"90 Dale Ave, Scarborough, ON, M1J 3N4",https://yellowpages.ca/bus/Ontario/Scarborough/Sugarific-Body-Scrubs/102092541.html
Aka Nails & Spa,416-352-5788,"1 De Boers Dr, Toronto, ON, M3J 0G6",https://yellowpages.ca/bus/Ontario/Toronto/Aka-Nails-Spa/100235827.html
Salon Matte Limited,416-398-5228,"365 Fairlawn Ave, Toronto, ON, M5M 1T5",https://yellowpages.ca/bus/Ontario/Toronto/Salon-Matte-Limited/7800550.html
Empower Canada,647-856-9590,"201-3645 Bathurst St, North York, ON, M6A 2E4",https://yellowpages.ca/bus/Ontario/North-York/Empower-Canada/102174726.html
Pure Spa,647-773-6767,"1936 Avenue Rd, North York, ON, M5M 4A1",https://yellowpages.ca/bus/Ontario/North-York/Pure-Spa/104449349.html
LIN Spa,647-748-5588,"420 Wilson Ave, ON, M3H 1S9",https://yellowpages.ca/bus/Ontario/LIN-Spa/102464867.html
Get Spa Club,647-456-5110,"98 Kitchener Rd, Scarborough, ON, M1E 2X7",https://yellowpages.ca/bus/Ontario/Scarborough/Get-Spa-Club/102113157.html
Femme Physique,416-358-7903,"1660 Avenue Rd, North York, ON, M5M 3Y1",https://yellowpages.ca/bus/Ontario/North-York/Femme-Physique/101982301.html
Royal Aloha Beauty Spa,416-282-1100,"378 Beechgrove Dr, Scarborough, ON, M1E 4A5",https://yellowpages.ca/bus/Ontario/Scarborough/Royal-Aloha-Beauty-Spa/101765351.html
365 Wellness,647-778-4980,"1270 Finch Ave W, North York, ON, M3J 3J7",https://yellowpages.ca/bus/Ontario/North-York/365-Wellness/101921377.html
Health Holistic Service,416-661-8188,"1270 Finch Ave W, North York, ON, M3J 3J7",https://yellowpages.ca/bus/Ontario/North-York/Health-Holistic-Service/3347309.html
Lucky Star Nails,289-553-3556,"125-9421 Jane St, Maple, ON, L6A 4H8",https://yellowpages.ca/bus/Ontario/Maple/Lucky-Star-Nails/7240880.html
Vacation Body Waxing,647-748-8998,"2-1500 O'Connor Dr, East York, ON, M4B 2T8",https://yellowpages.ca/bus/Ontario/East-York/Vacation-Body-Waxing/101726438.html
2056051 Ont Inc O,416-780-1100,"3549 Bathurst St, North York, ON, M6A 2C7",https://yellowpages.ca/bus/Ontario/North-York/2056051-Ont-Inc-O/103085406.html
Sante Barley Canada,647-338-2127,"86 Neptune Dr, Toronto, ON",https://yellowpages.ca/bus/Ontario/Toronto/Sante-Barley-Canada/101916321.html
Clu Holding Ltd,416-727-3030,"34-1300 Finch Ave W, North York, ON, M3J 3K2",https://yellowpages.ca/bus/Ontario/North-York/Clu-Holding-Ltd/102625587.html
Cyro Mend,416-486-4277,"201 Wicksteed Ave, East York, ON, M4G 0B1",https://yellowpages.ca/bus/Ontario/East-York/Cyro-Mend/102171409.html
Abbru Pro Consulting Inc,905-832-1888,"9255 Jane St, Maple, ON, L6A 0K1",https://yellowpages.ca/bus/Ontario/Maple/Abbru-Pro-Consulting-Inc/5197651.html
Vibrance Med Spa,416-858-6107,"11721 Sheppard Ave E, Scarborough, ON, M1B 1G3",https://yellowpages.ca/bus/Ontario/Scarborough/Vibrance-Med-Spa/102094772.html
All U Spa,647-500-8000,"9100 Jane, Vaughan, ON, L4K 0A4",https://yellowpages.ca/bus/Ontario/Vaughan/All-U-Spa/8132710.html
Equilibrium Lifestyle Management,416-841-2196,"79 Divadale Dr, East York, ON, M4G 2P1",https://yellowpages.ca/bus/Ontario/East-York/Equilibrium-Lifestyle-Management/585309.html
Sensation Wellness,416-398-2339,"408-1315 Finch Ave W, North York, ON, M3J 2G6",https://yellowpages.ca/bus/Ontario/North-York/Sensation-Wellness/101583985.html
Usana Toronto Canada,647-228-9220,"1-3525 Bathurst St, North York, ON, M6A 2C7",https://yellowpages.ca/bus/Ontario/North-York/Usana-Toronto-Canada/102406676.html
Manmed,1-866-635-4059,"64 Bakersfield St, Toronto, ON, M3J 2W7",https://yellowpages.ca/bus/Ontario/Toronto/Manmed/101921313.html
BonaVista,416-645-6980,"812 Eglinton Ave E, East York, ON, M4G 2L1",https://yellowpages.ca/bus/Ontario/East-York/BonaVista/7569388.html
Amazing Grace Clinic,416-428-3718,"408-1315 Finch Ave W, Toronto, ON, M3J 2G6",https://yellowpages.ca/bus/Ontario/Toronto/Amazing-Grace-Clinic/101392867.html
Gondola Spa,289-597-8828,"8740 Jane St, Concord, ON, L4K 2M9",https://yellowpages.ca/bus/Ontario/Concord/Gondola-Spa/101051883.html
La Vie Spa,905-597-1488,"8740 Jane St, Concord, ON, L4K 2M9",https://yellowpages.ca/bus/Ontario/Concord/La-Vie-Spa/100209362.html
Starlight Med Spa,905-532-0032,"9100 Jane St, Concord, ON, L4K 0A4",https://yellowpages.ca/bus/Ontario/Concord/Starlight-Med-Spa/101525455.html
HealthRose,905-597-2378,"18-9100B Jane St, Vaughan, ON, L4K 0A4",https://yellowpages.ca/bus/Ontario/Vaughan/HealthRose/102377396.html
Jacuzzi Hot Tubs Vaughan,289-472-5066,"3110 Rutherford Rd, Vaughan, ON, L4K 0B1",https://yellowpages.ca/bus/Ontario/Vaughan/Jacuzzi-Hot-Tubs-Vaughan/7000891.html
Hermosa,647-502-5526,"1700 King Rd, King City, ON, L7B 0N1",https://yellowpages.ca/bus/Ontario/King-City/Hermosa/102809523.html
Nlighten/Nworld Korean Products By: Vannesa Acpa l Santos,647-778-4619,"125 Neptune Dr, North York, ON, M6A 1X3",https://yellowpages.ca/bus/Ontario/North-York/Nlighten-Nworld-Korean-Products-By-Vannesa-Acpa-l-Santos/102407922.html
Tulip Laser Clinic,647-919-8181,"130-10 Gateway Blvd, North York, ON, M3C 3A1",https://yellowpages.ca/bus/Ontario/North-York/Tulip-Laser-Clinic/101983746.html
Golden Dragon Spa,416-850-5033,"4-3905 Keele St, North York, ON, M3J 1N6",https://yellowpages.ca/bus/Ontario/North-York/Golden-Dragon-Spa/7127298.html
Medspa On Marmion,647-998-2161,"3405 Bathurst St, Toronto, ON, M6A 2C1",https://yellowpages.ca/bus/Ontario/Toronto/Medspa-On-Marmion/101872164.html
Lzy Beehair Salon,905-922-0971,"684 Warden Ave, Scarborough, ON, M1L 4W4",https://yellowpages.ca/bus/Ontario/Scarborough/Lzy-Beehair-Salon/102107345.html
Beauty Vibes,416-303-5405,"45 Wicksteed Ave, 280 Toronto Ontario, East York, ON, M4G 4H9",https://yellowpages.ca/bus/Ontario/East-York/Beauty-Vibes/102403953.html
Venus Laser And Skincare Studio,647-227-8642,"45 Wicksteed Ave, East York, ON, M4G 4H9",https://yellowpages.ca/bus/Ontario/East-York/Venus-Laser-And-Skincare-Studio/103074889.html
Over The Moon Wellness Shop,437-230-7782,"119-660 Eglinton Ave E, East York, ON, M4G 2K2",https://yellowpages.ca/bus/Ontario/East-York/Over-The-Moon-Wellness-Shop/102406295.html
Mabella Salon & Spa Inc,905-761-8863,"100 Bass Pro Mills Dr, Concord, ON, L4K 5X1",https://yellowpages.ca/bus/Ontario/Concord/Mabella-Salon-Spa-Inc/2663101.html
Mimi Beauty Bar,416-551-5170,"101-660 Eglinton Ave E, East York, ON, M4G 2K2",https://yellowpages.ca/bus/Ontario/East-York/Mimi-Beauty-Bar/101483712.html
Fuzz Wax Bar,647-345-1085,"2654 Yonge St, Toronto, ON, M4P 2J5",https://yellowpages.ca/bus/Ontario/Toronto/Fuzz-Wax-Bar/100984014.html
La Dira Medspa,416-485-2225,"2-2656 Yonge St, Toronto, ON, M4P 2J5",https://yellowpages.ca/bus/Ontario/Toronto/La-Dira-Medspa/7473935.html
Scruples Salon & Spa,905-837-9111,"2250 Whites Rd, Pickering, ON, L1X 2R5",https://yellowpages.ca/bus/Ontario/Pickering/Scruples-Salon-Spa/6101482.html
Beauty Supply Outlet,416-482-6464,"2647 Yonge St, Main, Toronto, ON, M4P 2J6",https://yellowpages.ca/bus/Ontario/Toronto/Beauty-Supply-Outlet/1821470.html
C'Est une Beauté,647-346-4970,"2647 Yonge St, Toronto, ON, M4P 2J6",https://yellowpages.ca/bus/Ontario/Toronto/C-Est-une-Beaute/7559349.html
Warm Spa,647-748-8368,"487 Kennedy Rd, Scarborough, ON, M1K 2B1",https://yellowpages.ca/bus/Ontario/Scarborough/Warm-Spa/8161978.html
H & H Beauty Med Spa,416-265-0001,"3174 Eglinton Ave E, Scarborough, ON, M1J 2H5",https://yellowpages.ca/bus/Ontario/Scarborough/H-H-Beauty-Med-Spa/102700701.html
IGBeauty,647-764-7490,"605 Eglinton Ave E, Toronto, ON, M4P 1P8",https://yellowpages.ca/bus/Ontario/Toronto/IGBeauty/100384801.html
IGBeauty Laser & Skin Clinic,416-484-4884,"605 Eglinton Avenue East, Toronto, ON, M4P 1P8",https://yellowpages.ca/bus/Ontario/Toronto/IGBeauty-Laser-Skin-Clinic/100548765.html
Nirvaland Spa & Wellness Centre,905-299-9259,"3-665 Millway Ave, B, Concord, ON, L4K 3T8",https://yellowpages.ca/bus/Ontario/Concord/Nirvaland-Spa-Wellness-Centre/102509574.html
Civello Salon And Spa,416-551-0878,"2620 Yonge St, Toronto, ON, M4P 2J4",https://yellowpages.ca/bus/Ontario/Toronto/Civello-Salon-And-Spa/100316297.html
New Image Nails & Spa,647-748-7721,"285 Lawson Rd, Scarborough, ON, M1C 2J6",https://yellowpages.ca/bus/Ontario/Scarborough/New-Image-Nails-Spa/8152016.html
La Beauty Boutique by Fanny Garnier,416-783-9293,"1777 Avenue Rd, North York, ON, M5M 3Y8",https://yellowpages.ca/bus/Ontario/North-York/La-Beauty-Boutique-by-Fanny-Garnier/8032530.html
Prodas Spa,416-752-8886,"1163 Victoria Park Ave, Scarborough, ON, M4B 2K5",https://yellowpages.ca/bus/Ontario/Scarborough/Prodas-Spa/7120449.html
Rita's Mini Home Spa,416-898-5214,"89 Sultana Ave, North York, ON, M6A 1T4",https://yellowpages.ca/bus/Ontario/North-York/Rita-s-Mini-Home-Spa/102552819.html
Blo Blow Dry Bar,905-832-4256,"3300 Rutherford Rd, Concord, ON, L4K 5Z2",https://yellowpages.ca/bus/Ontario/Concord/Blo-Blow-Dry-Bar/7737109.html
Hawaii Health Spa,416-261-8088,"3110 Kingston Rd, Scarborough, ON, M1M 1P2",https://yellowpages.ca/bus/Ontario/Scarborough/Hawaii-Health-Spa/100341363.html
The Growth & Wellness Therapy Centre,647-243-4235,"203-501 Eglinton Ave E, Toronto, ON, M4P 1N4",https://yellowpages.ca/bus/Ontario/Toronto/The-Growth-Wellness-Therapy-Centre/102399212.html
The Clinica - Midtown Toronto,647-368-8272,"2561 Yonge St, Toronto, ON, M4P 2J1",https://yellowpages.ca/bus/Ontario/Toronto/The-Clinica-Midtown-Toronto/104439589.html
Mc Beauty Cosmetic Clinic,416-782-1383,"1845 Avenue, North York, ON, M5M 3Z4",https://yellowpages.ca/bus/Ontario/North-York/Mc-Beauty-Cosmetic-Clinic/102917779.html
Hair 2 Luv,647-748-7676,"3177 Bathurst St, North York, ON, M6A 2B2",https://yellowpages.ca/bus/Ontario/North-York/Hair-2-Luv/8169371.html
Hand And Stone Spa,647-748-8853,"85 Laird Dr, East York, ON, M4G 3T7",https://yellowpages.ca/bus/Ontario/East-York/Hand-And-Stone-Spa/100198805.html
Pure And Simple Eglinton,416-481-2081,"2516 Yonge St, Toronto, ON, M4P 2H7",https://yellowpages.ca/bus/Ontario/Toronto/Pure-And-Simple-Eglinton/6069216.html
Lh Health Studio Inc,416-800-3938,"1699A Bayview Ave Floor 2, East York, ON, M4G 3C1",https://yellowpages.ca/bus/Ontario/East-York/Lh-Health-Studio-Inc/102626851.html
Polished,416-484-0818,"201-2510 Yonge St, Toronto, ON, M4P 2H7",https://yellowpages.ca/bus/Ontario/Toronto/Polished/7172602.html
The Wellness Spot,647-721-7768,"167 Applewood Cres, Concord, ON, L4K 4K7",https://yellowpages.ca/bus/Ontario/Concord/The-Wellness-Spot/7964020.html
The Ten Spot,416-613-6210,"2507 Yonge Street, Toronto, ON, M4P 2H6",https://yellowpages.ca/bus/Ontario/Toronto/The-Ten-Spot/100925534.html
Puregress Med Spa,416-440-0080,"1689 Bayview Ave, East York, ON, M4G 3C1",https://yellowpages.ca/bus/Ontario/East-York/Puregress-Med-Spa/4277014.html
Century Spa 2000,416-916-3684,"2975 Kingston Rd, Scarborough, ON, M1M 1P1",https://yellowpages.ca/bus/Ontario/Scarborough/Century-Spa-2000/102547941.html
